task,sample_id,patient,pixel_size_um,pixel_size_um_estimated,pixel_size_um_embedded,px_ratio_embedded_over_estimated,px_pct_diff,resolution_group,resolution_uncertain
IDC,NCBI783,patient 5,0.2739598559774087,0.2739598559774087,0.2739797412255864,1.0000725845328935,0.007258453289349376,0.23-0.30,False
IDC,NCBI785,patient 4,0.3639107956749145,0.3639107956749145,0.3637880037049625,0.999662576731959,-0.033742326804098166,0.30-0.40,False
IDC,TENX95,patient 2,0.2125,0.2125,1.0,4.705882352941177,370.5882352941177,0.15-0.23,True
IDC,TENX99,patient 1,0.2125,0.2125,1.0,4.705882352941177,370.5882352941177,0.15-0.23,True
LUNG,TENX118,patient 2,0.2738558376865452,0.2738558376865452,0.2737712196307981,0.9996910124083461,-0.030898759165387535,0.23-0.30,False
LUNG,TENX141,patient 1,0.2736430867919545,0.2736430867919545,0.273771534,1.0004693968685683,0.046939686856828367,0.23-0.30,False
LYMPH_IDC,NCBI681,Patient 8,0.2738919090219516,0.2738919090219516,,,,0.23-0.30,True
LYMPH_IDC,NCBI682,Patient 7,0.2738759539500113,0.2738759539500113,,,,0.23-0.30,True
LYMPH_IDC,NCBI683,Patient 6,0.2734232337203853,0.2734232337203853,,,,0.23-0.30,True
LYMPH_IDC,NCBI684,Patient 3,0.2734752041027168,0.2734752041027168,,,,0.23-0.30,True
PAAD,TENX116,patient 2,0.136887203675011,0.136887203675011,0.1368978372373151,1.0000776812004235,0.0077681200423507235,<=0.15,False
PAAD,TENX126,patient1,0.2738901649143521,0.2738901649143521,0.2737654035815359,0.9995444840713604,-0.04555159286395716,0.23-0.30,False
PAAD,TENX140,patient 3,0.2737677105869734,0.2737677105869734,0.2737664753349272,0.9999954879556703,-0.0004512044329718634,0.23-0.30,False
PRAD,MEND139,patient 2,0.3417704356235018,0.3417704356235018,,,,0.30-0.40,True
PRAD,MEND140,patient 2,0.3416810637413744,0.3416810637413744,,,,0.30-0.40,True
PRAD,MEND141,patient 2,0.3412434442674936,0.3412434442674936,,,,0.30-0.40,True
PRAD,MEND142,patient 2,0.3412951940850326,0.3412951940850326,,,,0.30-0.40,True
PRAD,MEND143,patient 2,0.341624049,0.341624049,,,,0.30-0.40,True
PRAD,MEND144,patient 2,0.3413461313911852,0.3413461313911852,,,,0.30-0.40,True
PRAD,MEND145,patient 2,0.3414120524549937,0.3414120524549937,,,,0.30-0.40,True
PRAD,MEND146,patient 2,0.3413129631225956,0.3413129631225956,,,,0.30-0.40,True
PRAD,MEND147,patient 2,0.3483973614723697,0.3483973614723697,,,,0.30-0.40,True
PRAD,MEND148,patient 2,0.3486920435618712,0.3486920435618712,,,,0.30-0.40,True
PRAD,MEND149,patient 2,0.3486117565183791,0.3486117565183791,,,,0.30-0.40,True
PRAD,MEND150,patient 2,0.3483775640553357,0.3483775640553357,,,,0.30-0.40,True
PRAD,MEND151,patient 2,0.3486415888303953,0.3486415888303953,,,,0.30-0.40,True
PRAD,MEND152,patient 2,0.3492472495860312,0.3492472495860312,,,,0.30-0.40,True
PRAD,MEND153,patient 2,0.3485874483569101,0.3485874483569101,,,,0.30-0.40,True
PRAD,MEND154,patient 1,0.5729653938552056,0.5729653938552056,,,,>0.50,True
PRAD,MEND156,patient 1,0.5729653938552056,0.5729653938552056,,,,>0.50,True
PRAD,MEND157,patient 1,0.5729649301384618,0.5729649301384618,,,,>0.50,True
PRAD,MEND158,patient 1,0.5736952860766773,0.5736952860766773,,,,>0.50,True
PRAD,MEND159,patient 1,0.6875645406332241,0.6875645406332241,,,,>0.50,True
PRAD,MEND160,patient 1,0.5729649301384623,0.5729649301384623,,,,>0.50,True
PRAD,MEND161,patient 1,0.6875667793808392,0.6875667793808392,,,,>0.50,True
PRAD,MEND162,patient 1,0.171728445418549,0.171728445418549,,,,0.15-0.23,True
READ,ZEN36,Patient 7,0.459363338,0.459363338,0.4598018254132469,1.0009545546563554,0.09545546563554108,0.40-0.50,False
READ,ZEN40,Patient 7,0.4598401833465827,0.4598401833465827,0.4598018254132469,0.9999165842074594,-0.00834157925405643,0.40-0.50,False
READ,ZEN48,Patient 1,0.4591296732864132,0.4591296732864132,0.4598018254132469,1.001463970128575,0.14639701285750206,0.40-0.50,False
READ,ZEN49,Patient 1,0.4596361645691399,0.4596361645691399,0.4598018254132469,1.000360417340664,0.036041734066394326,0.40-0.50,False
SKCM,TENX115,patient 2,0.2736897890251921,0.2736897890251921,0.2737734606744956,1.000305717102569,0.0305717102569103,0.23-0.30,False
SKCM,TENX117,patient 1,0.1368527629551209,0.1368527629551209,0.1368760936143237,1.0001704800012732,0.017048000127317664,<=0.15,False
