task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,3,predicted_value_decile,9,4327,3440,0.795008088745089,1.6138485229012596,1.54902729680639,4327,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,0,9067,8517,0.9393404654240652,1.6188018923362193,0.02730800872260843,9067,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,1,8797,8407,0.9556667045583722,1.6207618275406388,0.1973884862648488,8797,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,2,8813,8397,0.9527970044252808,1.618177913664473,0.29431394739128275,8813,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,3,8711,8193,0.9405349558030077,1.6173092480053954,0.37765485763330847,8711,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,4,8689,8075,0.9293359419956266,1.6151986347680976,0.45693226192060366,8689,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,5,8805,8334,0.9465076660988075,1.6226284115914253,0.5473157563174332,8805,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,6,8854,7970,0.900158120623447,1.6169863197424892,0.6350923774741642,8854,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,7,9007,7992,0.8873098701010326,1.6218488050960365,0.769144723374875,9007,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,8,8879,6908,0.7780155422907985,1.6228821165108684,1.0055618638430566,8879,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,4,predicted_value_decile,9,8866,7043,0.7943830363185201,1.6194094936061922,1.5604248322242273,8866,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,0,10269,9655,0.9402083941961242,1.6159700539852955,0.025737875751655467,10269,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,1,10019,9553,0.9534883720930233,1.619052998521559,0.19772661435460126,10019,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,2,10126,9624,0.9504246494173415,1.6173268573782835,0.2949193193110557,10126,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,3,9944,9322,0.9374497184231697,1.6174368455538515,0.37989327146080554,9944,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,4,10053,9312,0.9262906595046255,1.6145852761613448,0.45938386900987266,10053,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,5,9945,9379,0.943086978381096,1.613347827111614,0.5408209016779789,9945,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,6,9956,8965,0.9004620329449579,1.614373359971374,0.6353734753226697,9956,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,7,10103,8938,0.8846877165198456,1.615474866685638,0.7644026778091904,10103,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,8,9750,7523,0.7715897435897436,1.6239365985576923,1.011638421474359,9750,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,cqr_matched,0.1,5,predicted_value_decile,9,9759,7742,0.7933189876011887,1.6154284066310585,1.5731156016241419,9759,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,uni_v2,random,abs,full,0.1,0,predicted_value_decile,0,462211,434333,0.939685554865635,1.6010628803728169,0.012674631555667353,462211,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,abs,full,0.1,0,predicted_value_decile,1,457543,435669,0.9521924715272663,1.601259232738781,0.17040111402439223,457543,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,abs,full,0.1,0,predicted_value_decile,2,457466,434384,0.9495437912325725,1.6006727139284669,0.26086180021438754,457466,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,abs,full,0.1,0,predicted_value_decile,3,458483,431559,0.9412759033595575,1.6009417538382011,0.34048767467250696,458483,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,abs,full,0.1,0,predicted_value_decile,4,458436,431670,0.9416145328900871,1.601284414563865,0.4198989795603967,458436,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
