task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,0,192,189,0.984375,2.5102497736612954,0.3032516837120056,192,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,1,627,615,0.9808612440191388,2.6079728462669456,0.5787985283031798,627,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,2,1115,1105,0.9910313901345291,2.5835508338004485,0.6706434583450112,1115,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,3,1587,1574,0.9918084436042848,2.5404836538082862,0.7303216810412728,1587,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,4,2520,2498,0.9912698412698413,2.502466982886905,0.7750091068328373,2520,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,5,3709,3667,0.9886761930439472,2.50684094011189,0.9085485026919318,3709,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,6,3626,3598,0.9922779922779923,2.598593491450634,1.1953484545211666,3626,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,7,2712,2678,0.9874631268436578,2.7302465748294615,1.5462795921483223,2712,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,8,1431,1295,0.9049615653389238,2.920134111853599,1.999265189607355,1431,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,9,463,409,0.8833693304535637,2.8915736155170086,2.330309874038202,463,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,0,1055,1002,0.9497630331753555,2.0240711085604266,0.08984195654991113,1055,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,1,1726,1689,0.9785631517960602,1.9923491759758836,0.25647740015978054,1726,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,2,2516,2425,0.9638314785373608,1.9869999968948728,0.4475188869361089,2516,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,3,3546,3447,0.9720812182741116,1.9882349830795263,0.6303940895110688,3546,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,4,4546,4449,0.9786625604927409,1.993510993524527,0.784235862399637,4546,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,5,4563,4477,0.9811527503835196,2.06771132958032,1.059688557247151,4563,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,6,3016,2958,0.9807692307692307,2.2613080173968005,1.5757321628398542,3016,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,7,1399,1337,0.9556826304503216,2.5670194809908864,2.3672977908327377,1399,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,8,434,387,0.8917050691244239,2.578997493339574,2.6469878447220623,434,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,9,95,86,0.9052631578947369,2.3410519248560857,2.5819388941714636,95,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,0,2697,2675,0.9918427882832778,2.999646417025862,0.35880547432621895,2697,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,1,4542,4522,0.9955966534566271,2.9128692102873184,0.5033048212344506,4542,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,2,4938,4923,0.996962332928311,2.9072589959244635,0.6288432619165147,4938,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,3,4706,4684,0.9953251168720783,2.9602464772365065,0.7879963950608266,4706,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,4,3675,3659,0.9956462585034014,3.0209768282312925,0.9612534545068028,3675,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,5,2402,2394,0.9966694421315571,3.0884350118390924,1.1482033201498751,2402,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,6,1133,1124,0.9920564872021183,3.137708241394528,1.3334032211909752,1133,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,7,292,290,0.9931506849315068,3.251401509324165,1.5958594753317636,292,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,8,54,49,0.9074074074074074,3.0083804660373263,1.6977372346100983,54,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,9,5,4,0.8,2.4765600204467773,1.6367015838623047,5,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,0,773,755,0.9767141009055628,2.5602615178788,0.23407092964201973,773,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,1,1605,1577,0.9825545171339564,2.649102840245327,0.4965355608693536,1605,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,hoptimus0,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,2,1709,1664,0.9736688121708601,2.68199805030354,0.6876241417221328,1709,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
