task,label_set,encoder,donor_set,arm,design,fold,repeat,draw,method,alpha,score,coverage,width_mean,width_median,K,n_T,n_C,finite,coverage_sd_over_reps,width_sd_over_reps,interval_score,miss_above,miss_below,n_eff,n_eff_frac,n_infinite,n_spot_gene,frac_infinite,n_test_points_infinite,n_reps,calibration_unit,n_units_in_pool,n_cal_units,n_C_donors,n_T_donors,n_T_spots_natural,n_T_spots_matched,n_match_target,n_E,n_E_slides,n_cells,n_slides,pearson_mean,pearson_n_genes,cal_donors,difference_list,arm_difference_list,width_mean_spotgene
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,20751,False,,,,0.0,0.0,15932.78178067123,0.767807902302117,99150,99150,1.0,1983,1,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.46816477141997015,50,INT13;INT20;INT22;INT24;INT3;INT5,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,20751,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.46816477141997015,50,INT13;INT20;INT22;INT24;INT3;INT5,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,1,pooled,0.1,abs,0.7536459909228442,2.3253698100175773,2.242727646627503,19589.0,35996,19589,True,,,4.824939402342232,0.2443166918809884,0.0020373171961674233,19589.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.34238324914295243,50,INT11;INT14;INT23;INT24;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.3253698100175773
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19589,False,,,,0.0,0.0,15786.169712298166,0.8058690955280089,99150,99150,1.0,1983,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.34238324914295243,50,INT11;INT14;INT23;INT24;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19589,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.34238324914295243,50,INT11;INT14;INT23;INT24;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,2,pooled,0.1,abs,0.8128693898134141,2.2353063561690516,2.2103517108407678,15682.0,35996,15682,True,,,3.9243799736436205,0.18232980332829046,0.004800806858295512,15682.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.43761781300871777,50,INT1;INT12;INT14;INT15;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.2353063561690516
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,15682,False,,,,0.0,0.0,11479.494358699132,0.7320172400649874,99150,99150,1.0,1983,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.43761781300871777,50,INT1;INT12;INT14;INT15;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT10,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,15682,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.43761781300871777,50,INT1;INT12;INT14;INT15;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,0,pooled,0.1,abs,0.8216122307157748,1.935198518001619,1.8411608468839804,18765.0,35996,18765,True,,,3.043057473473425,0.09820708825573315,0.08018068102849202,18765.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.025000289902494845,50,INT12;INT15;INT20;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.9351985180016187
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,18765,False,,,,0.0,0.0,14677.46994970487,0.7821726591902408,71950,71950,1.0,1439,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.025000289902494845,50,INT12;INT15;INT20;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,18765,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.025000289902494845,50,INT12;INT15;INT20;INT22;INT3;INT6,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,1,pooled,0.1,abs,0.9249617790132036,2.401053546004094,2.266081204144772,19774.0,35996,19774,True,,,2.828020916820437,0.060430854760250174,0.014607366226546212,19774.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08547162748358422,50,INT14;INT19;INT23;INT5;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.401053546004094
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19774,False,,,,0.0,0.0,14943.384184295952,0.7557087177250911,71950,71950,1.0,1439,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08547162748358422,50,INT14;INT19;INT23;INT5;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19774,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08547162748358422,50,INT14;INT19;INT23;INT5;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,2,pooled,0.1,abs,0.8426685198054206,1.9776962775607987,1.9537109795824894,16893.0,35996,16893,True,,,2.9851933059140374,0.11271716469770673,0.04461431549687282,16893.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.021068105808732307,50,INT12;INT19;INT20;INT3;INT6;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.9776962775607987
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,16893,False,,,,0.0,0.0,13311.983155462733,0.7880177088416938,71950,71950,1.0,1439,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.021068105808732307,50,INT12;INT19;INT20;INT3;INT6;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT11,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,16893,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.021068105808732307,50,INT12;INT19;INT20;INT3;INT6;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,0,pooled,0.1,abs,0.8914679531357683,2.323527791252581,2.274056190514143,19276.0,35996,19276,True,,,2.961156873552108,0.0171881461061337,0.09134390075809787,19276.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.09555876673640244,50,INT13;INT23;INT24;INT3;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.323527791252581
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,19276,False,,,,0.0,0.0,15912.254698893888,0.8254956785066346,72550,72550,1.0,1451,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.09555876673640244,50,INT13;INT23;INT24;INT3;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,19276,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.09555876673640244,50,INT13;INT23;INT24;INT3;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,1,pooled,0.1,abs,0.8876361130254997,2.072140320881469,1.9260319136479402,19118.0,35996,19118,True,,,2.6778951275840797,0.051702274293590623,0.06066161268090973,19118.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.05306279460203018,50,INT1;INT19;INT21;INT23;INT3;INT4,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0721403208814686
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19118,False,,,,0.0,0.0,12970.790142362712,0.6784595743468308,72550,72550,1.0,1451,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.05306279460203018,50,INT1;INT19;INT21;INT23;INT3;INT4,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19118,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.05306279460203018,50,INT1;INT19;INT21;INT23;INT3;INT4,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,2,pooled,0.1,abs,0.9027291523087527,2.4781301169935444,2.379318033442989,13495.0,35996,13495,True,,,2.9522671173614,0.012846312887663682,0.08442453480358374,13495.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.10370879143097561,50,INT17;INT2;INT3;INT6;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.4781301169935444
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,13495,False,,,,0.0,0.0,12572.260545104924,0.9316236046761708,72550,72550,1.0,1451,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.10370879143097561,50,INT17;INT2;INT3;INT6;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT12,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,13495,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.10370879143097561,50,INT17;INT2;INT3;INT6;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT13,-1,0,pooled,0.1,abs,0.928401009405827,2.3458720275136202,2.2380237051424885,14763.0,35996,14763,True,,,2.772983245676861,0.06815783436568021,0.003441156228492773,14763.0,1.0,0,217950,0.0,0,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.06979218852269452,50,INT1;INT17;INT2;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.3458720275136202
CCRCC,shipped,resnet50,24,a1_rule_K6,donor,INT13,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,14763,False,,,,0.0,0.0,12226.538989762077,0.8281879692313268,217950,217950,1.0,4359,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.06979218852269452,50,INT1;INT17;INT2;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
