task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,0,1124,1047,0.9314946619217082,2.6646489587967084,0.3034745077221419,1124,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,1,1341,1291,0.9627143922445935,2.69163236682047,0.5681529205117449,1341,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,2,1367,1313,0.9604974396488661,2.717990252948976,0.7181742067483541,1367,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,3,1347,1303,0.9673348181143281,2.732575210537305,0.8401600272016518,1347,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,4,1339,1292,0.9648991784914115,2.6778399443964713,0.8872383921069829,1339,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,5,1351,1301,0.9629903774981495,2.7396055005551445,1.062214115123057,1351,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,6,1223,1156,0.9452166802943581,2.75123607420278,1.2110620656173343,1223,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,7,1038,988,0.9518304431599229,2.7662788641016376,1.4030157247260358,1038,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,8,917,856,0.9334787350054525,2.7418957026990185,1.6128800287111504,917,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND140,predicted_value_decile,9,563,522,0.9271758436944938,2.742709822171958,2.1011080428507993,563,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,0,671,639,0.9523099850968704,2.214596698607489,0.21771658657204732,671,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,1,1613,1542,0.9559826410415375,2.121392530901271,0.33025180842665064,1613,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,2,1917,1847,0.9634846113719353,2.1563006875163016,0.5031410977438706,1917,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,3,1806,1752,0.9700996677740864,2.2381922995397288,0.7612272919478474,1806,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,4,1535,1481,0.9648208469055375,2.3177906148208467,1.0325713813110748,1535,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,5,1193,1133,0.9497066219614417,2.400560070463118,1.3359954143309933,1193,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,6,851,770,0.9048178613396005,2.4403464903422445,1.5836986357961222,851,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,7,676,583,0.8624260355029586,2.4623246954742974,1.784985784948225,676,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,8,385,301,0.7818181818181819,2.4641460468242693,1.9626401430600648,385,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND141,predicted_value_decile,9,117,91,0.7777777777777778,2.6765598394931893,2.751141670422676,117,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,0,553,499,0.9023508137432188,2.1817284803062837,0.23630781673824594,553,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,1,1517,1453,0.957811470006592,2.3561406597622776,0.47223282614741263,1517,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,2,2086,2048,0.9817833173537871,2.4454772890699905,0.6476345629157179,2086,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,3,2556,2490,0.9741784037558685,2.4911696742957745,0.7670373095779538,2556,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,4,2903,2854,0.9831209094040647,2.496501800400448,0.8619680375096882,2903,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,5,2934,2890,0.9850034083162917,2.5883855631177575,1.086639965970092,2934,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,6,2391,2349,0.9824341279799247,2.6642716175240486,1.3392058802867524,2391,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,7,1792,1754,0.9787946428571429,2.709906441824777,1.567840576171875,1792,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,8,1022,900,0.8806262230919765,2.740607513606898,1.796168855491683,1022,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND142,predicted_value_decile,9,228,203,0.8903508771929824,2.78755027369449,2.1221807379471627,228,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,0,2933,2750,0.9376065461984316,2.096345898237726,0.10070199377903384,2933,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,1,4252,4050,0.9524929444967074,2.1220328760730243,0.36729004824935324,4252,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,2,4252,4109,0.9663687676387582,2.1829520483007996,0.612888397188088,4252,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,3,3882,3790,0.9763008758371973,2.245832377398892,0.8523949805391873,3882,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,4,3212,3132,0.975093399750934,2.323643210519147,1.0902931146871109,3212,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,5,2322,2277,0.9806201550387597,2.420482494212963,1.37631238728736,2322,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,6,1299,1258,0.968437259430331,2.548287782970073,1.7134600985132795,1299,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,7,608,586,0.9638157894736842,2.8065936439915706,2.3075862683747945,608,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,8,124,116,0.9354838709677419,3.0438399776335685,2.9310413483650453,124,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND143,predicted_value_decile,9,12,11,0.9166666666666666,3.1892592112223306,3.4920647939046225,12,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,0,1276,1249,0.9788401253918495,3.021368618669181,0.41456006088974334,1276,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,1,2837,2827,0.9964751498061333,3.0162962361209025,0.6118671362106759,2837,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,2,4119,4102,0.99587278465647,2.96143348658655,0.6928716864681962,4119,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,3,4905,4885,0.9959225280326198,2.916835897680938,0.7667950831422018,4905,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,4,4965,4947,0.9963746223564954,2.8914628965256797,0.8570719646903323,4965,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,5,3640,3623,0.9953296703296703,2.9865253155048075,1.069734611092033,3640,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,6,1994,1986,0.995987963891675,3.1293783694834505,1.3465590864390045,1994,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,7,592,589,0.9949324324324325,3.3555262797587626,1.7079811096191406,592,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,8,95,95,1.0,3.6475126567639804,2.2134401020250825,95,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND144,predicted_value_decile,9,21,18,0.8571428571428571,3.627656482514881,2.6377538045247397,21,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,0,1095,1059,0.9671232876712329,2.5132194902254565,0.2384103435359589,1095,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,1,1733,1676,0.9671090594345066,2.665927717469706,0.5357277546050022,1733,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
PRAD,shipped,resnet50,slide_out,abs,cqr_matched,0.1,MEND145,predicted_value_decile,2,1903,1816,0.954282711508145,2.699722169764845,0.710120020198371,1903,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
