task,label_set,encoder,donor_set,arm,design,fold,repeat,draw,method,alpha,score,coverage,width_mean,width_median,K,n_T,n_C,finite,coverage_sd_over_reps,width_sd_over_reps,interval_score,miss_above,miss_below,n_eff,n_eff_frac,n_infinite,n_spot_gene,frac_infinite,n_test_points_infinite,n_reps,calibration_unit,n_units_in_pool,n_cal_units,n_C_donors,n_T_donors,n_T_spots_natural,n_T_spots_matched,n_match_target,n_E,n_E_slides,n_cells,n_slides,pearson_mean,pearson_n_genes,cal_donors,difference_list,arm_difference_list,width_mean_spotgene,_source
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19774,False,,,,0.0,0.0,14943.384184295952,0.7557087177250911,71950,71950,1.0,1439,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.1128379994323426,50,INT14;INT19;INT23;INT5;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19774,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.1128379994323426,50,INT14;INT19;INT23;INT5;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,pooled,0.1,abs,0.7273940236275191,1.858900130575548,1.7999512336384846,16893.0,35996,16893,True,,,3.5516185441336345,0.0675191104933981,0.2050868658790826,16893.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.0262290826487346,50,INT12;INT19;INT20;INT3;INT6;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.858900130575548,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,16893,False,,,,0.0,0.0,13311.983155462733,0.7880177088416938,71950,71950,1.0,1439,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.0262290826487346,50,INT12;INT19;INT20;INT3;INT6;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,16893,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.0262290826487346,50,INT12;INT19;INT20;INT3;INT6;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,pooled,0.1,abs,0.8501998621640249,2.142702996752722,2.018248061032181,19276.0,35996,19276,True,,,2.9713967258282525,0.0134803583735354,0.1363197794624396,19276.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.1358566960523182,50,INT13;INT23;INT24;INT3;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.142702996752722,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,19276,False,,,,0.0,0.0,15912.254698893888,0.8254956785066346,72550,72550,1.0,1451,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.1358566960523182,50,INT13;INT23;INT24;INT3;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,19276,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.1358566960523182,50,INT13;INT23;INT24;INT3;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,pooled,0.1,abs,0.8733287388008268,2.065772809655486,1.9406198109013035,19118.0,35996,19118,True,,,2.6830502119588573,0.028380427291523,0.0982908339076499,19118.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.1089455573844386,50,INT1;INT19;INT21;INT23;INT3;INT4,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0657728096554857,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19118,False,,,,0.0,0.0,12970.790142362712,0.6784595743468308,72550,72550,1.0,1451,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.1089455573844386,50,INT1;INT19;INT21;INT23;INT3;INT4,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19118,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.1089455573844386,50,INT1;INT19;INT21;INT23;INT3;INT4,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,pooled,0.1,abs,0.7240523776705718,2.101542829024001,1.9739989527689277,13495.0,35996,13495,True,,,3.634549757555208,0.0090282563749138,0.2669193659545141,13495.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.123500065262841,50,INT17;INT2;INT3;INT6;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.101542829024001,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,13495,False,,,,0.0,0.0,12572.260545104924,0.9316236046761708,72550,72550,1.0,1451,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.123500065262841,50,INT17;INT2;INT3;INT6;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,13495,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.123500065262841,50,INT17;INT2;INT3;INT6;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",,a4b_hcp_K10__hoptimus0.csv
