task,label_set,encoder,donor_set,arm,design,fold,repeat,draw,method,alpha,score,coverage,width_mean,width_median,K,n_T,n_C,finite,coverage_sd_over_reps,width_sd_over_reps,interval_score,miss_above,miss_below,n_eff,n_eff_frac,n_infinite,n_spot_gene,frac_infinite,n_test_points_infinite,n_reps,calibration_unit,n_units_in_pool,n_cal_units,n_C_donors,n_T_donors,n_T_spots_natural,n_T_spots_matched,n_match_target,n_E,n_E_slides,n_cells,n_slides,pearson_mean,pearson_n_genes,cal_donors,difference_list,arm_difference_list,width_mean_spotgene
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,20751,False,,,,0.0,0.0,15932.78178067123,0.767807902302117,99150,99150,1.0,1983,1,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.5246211987210802,50,INT13;INT20;INT22;INT24;INT3;INT5,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,20751,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.5246211987210802,50,INT13;INT20;INT22;INT24;INT3;INT5,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,1,pooled,0.1,abs,0.7913262733232476,2.14520982917163,2.0464398805617567,19589.0,35996,19589,True,,,3.9972091103084364,0.20319717599596573,0.005476550680786686,19589.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.45235013924874323,50,INT11;INT14;INT23;INT24;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.14520982917163
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19589,False,,,,0.0,0.0,15786.169712298166,0.8058690955280089,99150,99150,1.0,1983,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.45235013924874323,50,INT11;INT14;INT23;INT24;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19589,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.45235013924874323,50,INT11;INT14;INT23;INT24;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,2,pooled,0.1,abs,0.815844679778114,2.054699667328561,2.0704065095089783,15682.0,35996,15682,True,,,3.5817145904376755,0.17698436712052446,0.0071709531013615735,15682.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5248794293297889,50,INT1;INT12;INT14;INT15;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.054699667328561
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,15682,False,,,,0.0,0.0,11479.494358699132,0.7320172400649874,99150,99150,1.0,1983,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5248794293297889,50,INT1;INT12;INT14;INT15;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT10,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,15682,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5248794293297889,50,INT1;INT12;INT14;INT15;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,0,pooled,0.1,abs,0.7250034746351633,1.8760078150434303,1.7343530812417671,18765.0,35996,18765,True,,,3.839417092454114,0.058276580958999305,0.2167199444058374,18765.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.041543904258157696,50,INT12;INT15;INT20;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.87600781504343
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,18765,False,,,,0.0,0.0,14677.46994970487,0.7821726591902408,71950,71950,1.0,1439,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.041543904258157696,50,INT12;INT15;INT20;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,18765,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.041543904258157696,50,INT12;INT15;INT20;INT22;INT3;INT6,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,1,pooled,0.1,abs,0.9168728283530229,2.313434611481055,2.267982225566558,19774.0,35996,19774,True,,,2.769648381677718,0.05396803335649756,0.0291591382904795,19774.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.11283799943234266,50,INT14;INT19;INT23;INT5;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.3134346114810547
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19774,False,,,,0.0,0.0,14943.384184295952,0.7557087177250911,71950,71950,1.0,1439,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.11283799943234266,50,INT14;INT19;INT23;INT5;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19774,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.11283799943234266,50,INT14;INT19;INT23;INT5;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,pooled,0.1,abs,0.7273940236275191,1.8589001305755481,1.7999512336384846,16893.0,35996,16893,True,,,3.5516185441336345,0.06751911049339819,0.20508686587908267,16893.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.026229082648734678,50,INT12;INT19;INT20;INT3;INT6;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.8589001305755481
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,16893,False,,,,0.0,0.0,13311.983155462733,0.7880177088416938,71950,71950,1.0,1439,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.026229082648734678,50,INT12;INT19;INT20;INT3;INT6;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT11,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,16893,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.026229082648734678,50,INT12;INT19;INT20;INT3;INT6;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,pooled,0.1,abs,0.8501998621640249,2.142702996752722,2.018248061032181,19276.0,35996,19276,True,,,2.9713967258282525,0.013480358373535496,0.13631977946243967,19276.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.13585669605231826,50,INT13;INT23;INT24;INT3;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.142702996752722
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,19276,False,,,,0.0,0.0,15912.254698893888,0.8254956785066346,72550,72550,1.0,1451,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.13585669605231826,50,INT13;INT23;INT24;INT3;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,19276,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.13585669605231826,50,INT13;INT23;INT24;INT3;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,pooled,0.1,abs,0.8733287388008268,2.065772809655486,1.9406198109013033,19118.0,35996,19118,True,,,2.6830502119588573,0.028380427291523083,0.09829083390764991,19118.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10894555738443866,50,INT1;INT19;INT21;INT23;INT3;INT4,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0657728096554857
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19118,False,,,,0.0,0.0,12970.790142362712,0.6784595743468308,72550,72550,1.0,1451,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10894555738443866,50,INT1;INT19;INT21;INT23;INT3;INT4,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19118,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10894555738443866,50,INT1;INT19;INT21;INT23;INT3;INT4,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,pooled,0.1,abs,0.7240523776705718,2.101542829024001,1.9739989527689275,13495.0,35996,13495,True,,,3.6345497575552077,0.009028256374913854,0.26691936595451415,13495.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.12350006526284106,50,INT17;INT2;INT3;INT6;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.101542829024001
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,13495,False,,,,0.0,0.0,12572.260545104924,0.9316236046761708,72550,72550,1.0,1451,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.12350006526284106,50,INT17;INT2;INT3;INT6;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT12,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,13495,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.12350006526284106,50,INT17;INT2;INT3;INT6;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT13,-1,0,pooled,0.1,abs,0.8974856618490479,2.0867917364757353,1.9769166728652734,14763.0,35996,14763,True,,,2.726683648129357,0.09655884377150724,0.005955494379444827,14763.0,1.0,0,217950,0.0,0,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.037450400227957766,50,INT1;INT17;INT2;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0867917364757353
CCRCC,shipped,hoptimus0,24,a1_rule_K6,donor,INT13,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,14763,False,,,,0.0,0.0,12226.538989762077,0.8281879692313268,217950,217950,1.0,4359,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.037450400227957766,50,INT1;INT17;INT2;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
