task,label_set,encoder,donor_set,arm,design,fold,repeat,draw,method,alpha,score,coverage,width_mean,width_median,K,n_T,n_C,finite,coverage_sd_over_reps,width_sd_over_reps,interval_score,miss_above,miss_below,n_eff,n_eff_frac,n_infinite,n_spot_gene,frac_infinite,n_test_points_infinite,n_reps,calibration_unit,n_units_in_pool,n_cal_units,n_C_donors,n_T_donors,n_T_spots_natural,n_T_spots_matched,n_match_target,n_E,n_E_slides,n_cells,n_slides,pearson_mean,pearson_n_genes,cal_donors,difference_list,arm_difference_list,width_mean_spotgene
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,20751,False,,,,0.0,0.0,15932.78178067123,0.767807902302117,99150,99150,1.0,1983,1,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.5429997372413446,50,INT13;INT20;INT22;INT24;INT3;INT5,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,20751,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,51486,35996,35996,1983,1,50,1,0.5429997372413446,50,INT13;INT20;INT22;INT24;INT3;INT5,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,1,pooled,0.1,abs,0.7659203227433181,2.176532205096349,2.0911501785208872,19589.0,35996,19589,True,,,4.326729966676235,0.2323651033787191,0.0017145738779626829,19589.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.5278564885365701,50,INT11;INT14;INT23;INT24;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.176532205096349
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19589,False,,,,0.0,0.0,15786.169712298166,0.8058690955280089,99150,99150,1.0,1983,1,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.5278564885365701,50,INT11;INT14;INT23;INT24;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19589,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,52648,35996,35996,1983,1,50,1,0.5278564885365701,50,INT11;INT14;INT23;INT24;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,2,pooled,0.1,abs,0.7802420574886536,1.9914440425434043,2.029968881764939,15682.0,35996,15682,True,,,3.919993728122346,0.21579425113464445,0.003963691376701967,15682.0,1.0,0,99150,0.0,0,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5414682557784466,50,INT1;INT12;INT14;INT15;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.9914440425434043
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,15682,False,,,,0.0,0.0,11479.494358699132,0.7320172400649874,99150,99150,1.0,1983,1,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5414682557784466,50,INT1;INT12;INT14;INT15;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT10,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,15682,False,0.0,,,0.0,0.0,,,19830000,19830000,1.0,0,200,donor,23,6,6,17,56555,35996,35996,1983,1,50,1,0.5414682557784466,50,INT1;INT12;INT14;INT15;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,0,pooled,0.1,abs,0.7437943015983324,1.9200955142722904,1.8337117879950224,18765.0,35996,18765,True,,,3.617756012674552,0.05881862404447533,0.1973870743571925,18765.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.020851298254209016,50,INT12;INT15;INT20;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.9200955142722904
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,18765,False,,,,0.0,0.0,14677.46994970487,0.7821726591902408,71950,71950,1.0,1439,1,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.020851298254209016,50,INT12;INT15;INT20;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,18765,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,54016,35996,35996,1439,1,50,1,0.020851298254209016,50,INT12;INT15;INT20;INT22;INT3;INT6,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,1,pooled,0.1,abs,0.9096038915913829,2.323333384441577,2.2315919613928132,19774.0,35996,19774,True,,,2.8096273291596634,0.05214732453092426,0.038248783877692843,19774.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08311170081024016,50,INT14;INT19;INT23;INT5;INT7;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.323333384441577
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19774,False,,,,0.0,0.0,14943.384184295952,0.7557087177250911,71950,71950,1.0,1439,1,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08311170081024016,50,INT14;INT19;INT23;INT5;INT7;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19774,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,53007,35996,35996,1439,1,50,1,0.08311170081024016,50,INT14;INT19;INT23;INT5;INT7;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,2,pooled,0.1,abs,0.736761640027797,1.8489668566563537,1.778147503273031,16893.0,35996,16893,True,,,3.3914895458377536,0.07412091730368311,0.18911744266851982,16893.0,1.0,0,71950,0.0,0,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.02574320797941695,50,INT12;INT19;INT20;INT3;INT6;INT8,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",1.8489668566563537
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,16893,False,,,,0.0,0.0,13311.983155462733,0.7880177088416938,71950,71950,1.0,1439,1,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.02574320797941695,50,INT12;INT19;INT20;INT3;INT6;INT8,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT11,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,16893,False,0.0,,,0.0,0.0,,,14390000,14390000,1.0,0,200,donor,23,6,6,17,55888,35996,35996,1439,1,50,1,0.02574320797941695,50,INT12;INT19;INT20;INT3;INT6;INT8,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,0,pooled,0.1,abs,0.8931909028256375,2.146061035011126,2.051025197226535,19276.0,35996,19276,True,,,2.72713874040165,0.023059958649207443,0.08374913852515506,19276.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.101744993218735,50,INT13;INT23;INT24;INT3;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.1460610350111264
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,19276,False,,,,0.0,0.0,15912.254698893888,0.8254956785066346,72550,72550,1.0,1451,1,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.101744993218735,50,INT13;INT23;INT24;INT3;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,0,dwr,0.1,abs,1.0,,,6.0,35996,19276,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53493,35996,35996,1451,1,50,1,0.101744993218735,50,INT13;INT23;INT24;INT3;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,1,pooled,0.1,abs,0.882053756030324,2.0094202207104317,1.8810591928384883,19118.0,35996,19118,True,,,2.6170258976500556,0.03560303239145417,0.08234321157822193,19118.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10912003457215542,50,INT1;INT19;INT21;INT23;INT3;INT4,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0094202207104317
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,1,hcp,0.1,abs,1.0,,,6.0,35996,19118,False,,,,0.0,0.0,12970.790142362712,0.6784595743468308,72550,72550,1.0,1451,1,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10912003457215542,50,INT1;INT19;INT21;INT23;INT3;INT4,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,1,dwr,0.1,abs,1.0,,,6.0,35996,19118,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,53651,35996,35996,1451,1,50,1,0.10912003457215542,50,INT1;INT19;INT21;INT23;INT3;INT4,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,2,pooled,0.1,abs,0.8099655410062024,2.103260911215506,1.951380657776304,13495.0,35996,13495,True,,,3.0407543458750723,0.01603032391454169,0.17400413507925566,13495.0,1.0,0,72550,0.0,0,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.07867866383275929,50,INT17;INT2;INT3;INT6;INT8;INT9,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.103260911215506
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,2,hcp,0.1,abs,1.0,,,6.0,35996,13495,False,,,,0.0,0.0,12572.260545104924,0.9316236046761708,72550,72550,1.0,1451,1,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.07867866383275929,50,INT17;INT2;INT3;INT6;INT8;INT9,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT12,-1,2,dwr,0.1,abs,1.0,,,6.0,35996,13495,False,0.0,,,0.0,0.0,,,14510000,14510000,1.0,0,200,donor,23,6,6,17,59274,35996,35996,1451,1,50,1,0.07867866383275929,50,INT17;INT2;INT3;INT6;INT8;INT9,"one calibration spot per donor, drawn at random, and the ordinary conformal quantile of those K exchangeable scores; sees the donor partition of C and discards all but K of its spots, so it buys exchangeability at the cost of calibration size.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT13,-1,0,pooled,0.1,abs,0.9062629043358568,2.0311747783134924,1.9646934421131674,14763.0,35996,14763,True,,,2.584546130209503,0.08732278045423264,0.00641431520991053,14763.0,1.0,0,217950,0.0,0,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.15833794969849876,50,INT1;INT17;INT2;INT22;INT3;INT6,"the pooled spot-level conformal quantile of C's scores; sees no unit structure at all, so a donor with many spots carries more mass than one with few. This is A1's interval.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",2.0311747783134924
CCRCC,shipped,uni_v2,24,a1_rule_K6,donor,INT13,-1,0,hcp,0.1,abs,1.0,,,6.0,35996,14763,False,,,,0.0,0.0,12226.538989762077,0.8281879692313268,217950,217950,1.0,4359,1,donor,23,6,6,17,55098,35996,35996,4359,1,50,1,0.15833794969849876,50,INT1;INT17;INT2;INT22;INT3;INT6,"A3's W3 weighted quantile with w_i = 1/N_k inside calibration donor k and test weight 1, so each calibration donor and the test point carries 1/(K+1) of the mass; sees which donor each calibration spot belongs to and how many spots that donor has, and no features.","A1's calibration rule, 25% of the pool's donor units, K = 6 on the 24-donor set. Identical to A1 in task definition, fold list, seeds, enumeration, size-match target, base head and score; this is the anchor arm and nothing in it is new.",
