set_name,sample_id,in_benchmark,hest_patient,source_url,donor_statement,donor_id,donor_label_status,lab,lab_label_status,hest_lab_provisional,disease,region,preservation,scanner,pixel_size_um_estimated,pixel_size_um_embedded,magnification_hest,pixel_size_source,resolution_uncertain_hest,resolution_uncertain_rederived,notes,hest_dataset_title,hest_subseries,hest_source_page,citation
institution_kidney_visium,INT10,True,Patient 15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor frozen_a_15', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_frozen_a_15,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,Fresh frozen,not stated in source,0.458014733390284,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 15', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_15,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT11,True,Patient 14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor frozen_a_3', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_frozen_a_3,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,Fresh frozen,not stated in source,0.456621005,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 14', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_3,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT12,True,Patient 13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor frozen_a_1', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_frozen_a_1,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,Fresh frozen,not stated in source,0.457664178387135,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 13', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_1,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT13,True,Patient 12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_51', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_51,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457427788409886,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 12', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_51,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT14,True,Patient 11,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_45', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_45,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457571755254355,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 11', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_45,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT15,True,Patient 10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_39', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_39,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457852371,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 10', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_39,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT16,True,Patient 9,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_36', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_36,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457638451710432,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 9', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_36,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT17,True,Patient 8,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_34', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_34,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457530311881018,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 8', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_34,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT18,True,Patient 7,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_21', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_21,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.458098050458905,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 7', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_21,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT19,True,Patient 6,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_20', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_20,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.45725462779329,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 6', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_20,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT2,True,Patient 23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor frozen_c_23', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_frozen_c_23,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,Fresh frozen,not stated in source,0.457038391224863,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 23', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_c_23,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT20,True,Patient 5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_10', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_10,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457109556747219,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 5', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_10,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT21,True,Patient 4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_7', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_7,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457336659095795,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 4', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_7,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT22,True,Patient 3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_4', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_4,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.457504316124313,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 3', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_4,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT23,True,Patient 2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_3', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_3,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.45753312598457,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 2', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_3,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
institution_kidney_visium,INT24,True,Patient 1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"GSE175540 sample 'ccRCC tumor ffpe_c_2', characteristics 'disease state: renal cell cancer', 'tissue: ccRCC tumor'. The series record states no donor, patient or participant identifier for any of its 24 samples. Series_overall_design reads 'Spatial transcriptomics of fresh frozen ccRCC human tumors' and '*** Raw data has not been submitted at this time due to patient privacy concerns ***'.",ccRCC_ffpe_c_2,unverifiable,"INSERM UMR-S 1138, Centre de Recherche des Cordeliers, Paris",verified,Sorbonne Université,Clear cell renal cell carcinoma,not stated in source,FFPE,not stated in source,0.45736731519443,0.45766590389016,40x,not stated in any source reached,False,not_derivable,"HEST labels this sample 'Patient 1', one patient per sample across INT1 to INT24. GSE175540 is silent on donor identity, so that labelling is not positively sourced; round 2's donor_audit.csv records it as verified against the same accession, which is stronger than the record supports. The sample names carry a cohort letter and a number, and exactly one number repeats across preservation types, ffpe_c_2 and frozen_c_2 (HEST INT24 and INT4); whether those are one donor cannot be settled from the record. Preservation is not fixed inside this arm: twelve sample titles begin ffpe_ and twelve begin frozen_, while the series design line says fresh frozen for all of them, and HEST's own preservation_method field is empty for all 24. Meylan et al. 2022 Immunity is not open access, so no methods text was reached and no scanner or pixel size could be established.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_2,https://pubmed.ncbi.nlm.nih.gov/35231421/,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi"
