task,gene,n,mean,var,zero_frac,fano,nb_alpha_mom,bic_nb,bic_zinb,nb_converged,zinb_converged,delta_bic,mean_depth,zinb_preferred,both_converged,platform,col,nb_diverged
CCRCC,HSPA1A,74220,2.0342495284289948,18.32160144570438,0.3497844246833737,9.006565413759118,3.935881661451046,283032.77785381017,283043.99416288245,True,True,-11.21630907227518,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,HTRA1,74220,3.187132848288871,59.97528815896356,0.3097817299919159,18.81794421941448,5.590587235477397,332816.7185219654,332827.9351297943,True,True,-11.216607828915585,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,IFI27,74220,4.213891134465103,84.4736452692756,0.2751684182161142,20.04647072592168,4.519924724713937,365921.100391592,365932.31675011985,True,True,-11.2163585278322,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,IFI6,74220,3.085825922931824,151.30873885219316,0.3528294260307195,49.03346547443469,15.565837695989794,316425.45206156705,316436.6828335646,True,True,-11.230771997536069,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,IRF7,74220,0.5984101320398815,1.9552973281178772,0.6683373753705201,3.267487001686604,3.7891855105412646,154208.44669092988,154219.70898998223,True,True,-11.26229905235232,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,ISG15,74220,0.9996631635677716,7.1239843110132055,0.5590406898410132,7.126384737022712,6.128449021926351,201340.10251881843,201351.31934726465,True,True,-11.216828446194995,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,KRTCAP2,74220,1.097615198059822,4.731831173824177,0.562665049851792,4.311010982891186,3.016549869885028,208986.2253026498,208997.45748213705,True,True,-11.232179487211395,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,LAPTM4B,74220,1.3556723255187282,11.046806908621196,0.5060226354082458,8.14858185173493,5.273089755667638,230964.9998638644,230976.22877857933,True,True,-11.228914714913117,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,LRRC41,74220,2.4428725410940446,38.05363558622777,0.4162894098625707,15.57741345325589,5.967324618061067,293467.159558393,293478.438239636,True,True,-11.278681243013123,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,LY6E,74220,3.9588655348962543,100.89706701084684,0.294341147938561,25.486358685706392,6.185195852161743,356822.64422109764,356833.8607856093,True,True,-11.216564511647448,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,NAMPT,74220,1.3803826461870117,8.488595065048683,0.428119105362436,6.149450725490115,3.730451653905012,239256.87374316293,239268.11652006264,True,True,-11.242776899714954,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,NOL3,74220,1.2108730800323364,7.433738334178765,0.5530450013473457,6.139155669378864,4.244173690971495,216809.29603289644,216820.51749751763,True,True,-11.221464621194173,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,NOTCH3,74220,1.1002694691457828,4.682544828286788,0.5418485583400701,4.255816379165895,2.959108173467375,211475.7987497691,211487.0205290238,True,True,-11.221779254672583,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,NT5DC2,74220,0.600767987065481,1.8041115647575052,0.6850444624090541,3.003008821375273,3.3340804844798666,152984.62398930956,152995.8841475836,True,True,-11.26015827403171,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,PARP10,74220,0.9428455941794665,3.7062955713565167,0.5587173268660738,3.930967694219336,3.108640176412002,197235.36766612303,197246.59105848623,True,True,-11.223392363172024,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,PTGS1,74220,0.9404877391538669,8.05615993672567,0.6236998113715979,8.565938290672024,8.044696358805176,187074.4774351765,187085.6952539247,True,True,-11.2178187482059,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,PXN,74220,1.4952438695769334,11.74151256532641,0.4642549178119105,7.852573619745768,4.582913703357731,243913.0801878955,243924.35073573823,True,True,-11.27054784275242,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,RXRA,74220,0.8390326057666397,3.5807801579257874,0.5654944758825114,4.267748515749232,3.8946621302797046,186662.4606176151,186673.7029664941,True,True,-11.242348878993653,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,S100A9,74220,1.1385475613042306,6.992014382127335,0.5921719213150094,6.141170224033358,4.515551566545043,206919.22404595345,206930.45094639287,True,True,-11.226900439418388,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,SCARB1,74220,1.9129075720829964,25.614775657795775,0.4880490433845325,13.39049310673355,6.477308829532908,258834.6986067575,258845.93168493937,True,True,-11.233078181830932,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,SEMA4B,74220,1.1127189436809486,6.995445820034832,0.5522635408245756,6.286803922734909,4.751248239960586,210079.06200549344,210090.28017089955,True,True,-11.218165406113258,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,SLC15A4,74220,1.0510778765831312,4.208778934907145,0.5301131770412287,4.004250330707315,2.8582566502813305,208765.55840802653,208776.77589816725,True,True,-11.217490140727024,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,SLC39A14,74220,2.145904068984102,16.959094097696962,0.432727027755322,7.903006636138033,3.2168290912491746,280889.0028669071,280900.2896064291,True,True,-11.286739522009157,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,STK39,74220,1.232632713554298,7.750863843055976,0.5464969011048235,6.28805625376139,4.290050227949307,219552.06734431293,219563.28789987485,True,True,-11.220555561914807,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,TFRC,74220,1.132322824036648,5.017090738828818,0.5547830773376449,4.430795381252898,3.02987390912281,212341.39536958313,212352.61408704089,True,True,-11.218717457755702,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,TM2D3,74220,0.6505658852061439,4.02703386239132,0.6599299380220964,6.190047701494953,7.97774340695776,158770.54966395462,158781.85903781367,True,True,-11.309373859054176,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,TMEM91,74220,1.1310158986796013,5.0146997588385664,0.5313392616545406,4.433801297305327,3.0360327395168367,215195.64338359193,215206.87685825853,True,True,-11.233474666601978,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,TP53INP1,74220,0.6877256804095931,2.057767122904554,0.6106844516302883,2.992133610132163,2.8966980103835818,168551.700446148,168562.92582466666,True,True,-11.225378518662184,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,TRBC1,74220,1.0674077068175694,4.448938401794576,0.5662489894907033,4.167984148305334,2.9679232481378124,206744.74506601036,206755.9629800028,True,True,-11.217913992411924,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,VMP1,74220,2.5485583400700618,46.44702833159148,0.3420641336566963,18.22482444342028,6.758654166396976,304172.04599192174,304183.2626593759,True,True,-11.216667454165872,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
CCRCC,YWHAE,74220,1.6469954190245215,17.598421967130285,0.5531932093775263,10.685167526181363,5.8805066573395015,237348.10681541017,237359.4609015433,True,True,-11.354086133127566,9947.404296875,False,True,Visium (whole transcriptome),#1b6ca8,False
COAD,AQP8,15651,1.8543224075138969,57.806252721350255,0.4167784806082678,31.173787517809,16.272136601241428,55556.21946894275,55565.88124796053,True,True,-9.661779017777008,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,AREG,15651,58.935020126509485,19514.644275748793,0.121717462142994,331.12136440878106,5.601446537222605,136140.28566723395,136149.9443172849,True,True,-9.658650050958386,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,BANK1,15651,5.749600664494282,421.8133984028213,0.1851638872915468,73.36394699681682,12.585908347285496,84937.9884688655,84947.64702612572,True,True,-9.658557260219824,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CA1,15651,13.312312312312311,3919.9249467998343,0.3394671267011692,294.4586075534277,22.04414985682189,82819.46868452962,82829.12803037139,True,True,-9.659345841762844,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CA4,15651,8.209507379720145,1938.1364872397376,0.4955593891764104,236.08438333675107,28.635626044685385,65030.08141988533,65039.745349136814,True,True,-9.663929251481022,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CALB2,15651,2.0493898153472623,123.361458253849,0.3611909782122548,60.19423797758349,28.88383534176646,126097.83829337888,58769.374455721496,False,True,67328.46383765737,14268.1201171875,True,False,Xenium (targeted panel),#c8632a,False
COAD,CCL20,15651,27.961791578812857,6313.291191780456,0.159414733882819,225.7827855552771,8.038926437231545,118649.6408478843,118659.30050000464,True,True,-9.659652120331884,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CCR7,15651,4.656379784039358,125.9905438005472,0.2076544629736119,27.057617643733472,5.596110895647086,80692.27850112638,80701.93697134033,True,True,-9.65847021395166,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CD177,15651,8.253018976423231,752.2361690002149,0.2460545652035013,91.14678775720274,10.922886281338876,87877.22467044396,87886.88437666305,True,True,-9.65970621908491,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CEACAM6,15651,196.88492748067216,135082.69698111137,0.1233786978467829,686.0997370881638,3.4796962157269187,164081.84676745842,164091.50727815938,True,True,-9.660510700952727,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CEACAM7,15651,10.376781036355505,1432.9562378420835,0.2990863203629161,138.0925580699505,13.211472574167342,88418.13775591823,88427.80236812892,True,True,-9.664612210690391,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CHGA,15651,1.958149639000703,118.291475272431,0.6434732604945371,60.40982410966221,30.33977737267345,43425.79350673979,43435.45182973713,True,True,-9.658322997340292,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CHGB,15651,2.575873746086512,67.57000957996948,0.3917960513705195,26.231879447751513,9.795464349169263,62566.354419580886,62576.01693922091,True,True,-9.662519640027313,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CHI3L2,15651,3.174238067855089,77.66631647213795,0.2557664047025749,24.467703685697085,7.393176940113629,70780.00240050338,70789.66346716584,True,True,-9.661066662461964,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CLCA1,15651,53.066257747108814,43950.14902816078,0.2638170084978595,828.2127079246566,15.588299289292268,104469.36074559986,104479.02378044146,True,True,-9.66303484160744,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CLCA4,15651,6.515749792345537,1657.063186432983,0.3086703725001597,254.3165774075057,38.87757901709067,545819.6383887335,76821.72956135098,True,True,468997.9088273825,14268.1201171875,True,True,Xenium (targeted panel),#c8632a,True
COAD,COL11A1,15651,20.144783080953292,2884.0187809289814,0.1693821481055523,143.16454882335242,7.057139719601532,112262.90443619952,112272.56675345646,True,True,-9.662317256923416,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CTSE,15651,1.401635678231423,23.787432468155735,0.5374097501757076,16.971195038478616,11.394683573288454,47652.976678754305,47662.65024692879,True,True,-9.67356817448308,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CXCL10,15651,22.73139096543352,5349.566566621002,0.1132834962622196,235.33828505065168,10.309016522877906,118219.4987307156,118229.157170765,True,True,-9.658440049402998,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,CXCL13,15651,14.63088620535429,2891.7734587609157,0.1261900198070411,197.64855102916783,13.440645239739665,107297.57203117294,107307.230462615,True,True,-9.658431442061556,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,DMBT1,15651,68.35505718484441,49065.98990078107,0.1390965433518625,717.8106773884743,10.486578563603404,132575.61539089438,132585.27384045604,True,True,-9.658449561655289,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,DUOX2,15651,13.21717462142994,2269.5968577291856,0.3555683342917385,171.71573522599357,12.916204870986578,88672.40947839101,88682.08789459027,True,True,-9.67841619925457,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,FCRL1,15651,2.75177304964539,114.03991299027938,0.3761420995463548,41.442339514508745,14.696829565839517,63512.55646285733,63522.21501293781,True,True,-9.658550080486748,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,GATA2,15651,19.90307328605201,2085.0891988610183,0.1803079675420101,104.76217259985874,5.2133743924148055,109463.53046556408,109473.19140225348,True,True,-9.660936689411756,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,GCG,15651,2.0718803910293273,65.38480093035733,0.4575426490320107,31.558192844266276,14.749013976180697,55808.432825811346,55818.09137427741,True,True,-9.658548466060893,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,GUCA2A,15651,1.2130854258513832,39.80449585334094,0.7462142994057888,32.812607426558465,26.22454012604375,,33354.352335274336,False,True,,14268.1201171875,False,False,Xenium (targeted panel),#c8632a,False
COAD,GUCA2B,15651,1.0913040700274743,20.60936271462816,0.6337614209954635,18.885078211161904,16.388721257780734,77724.9681801967,40425.433907315055,True,True,37299.53427288164,14268.1201171875,True,True,Xenium (targeted panel),#c8632a,True
COAD,HEPACAM2,15651,8.156411730879816,583.20646032478,0.3487956041147531,71.50282251161819,8.643852816391995,80361.88394747315,80371.55541177804,True,True,-9.671464304890833,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,IL1B,15651,5.8258258258258255,551.6353483195655,0.3463676442399847,94.68792319093572,16.081483722980206,78129.5992314553,78139.25963363535,True,True,-9.660402180044912,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,INSL5,15651,1.904862309117628,55.28353610084831,0.4154367133090537,29.02232661974229,14.710946027759254,55920.296727831475,55929.95527168278,True,True,-9.658543851306604,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,ITLN1,15651,32.07456392562776,16102.655078843372,0.2801737908120887,502.0381607114309,15.621043574378842,98378.45139452748,98388.10994100882,True,True,-9.658546481339728,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,LCN2,15651,99.37773944156925,70734.83736769466,0.2912273976103763,711.77748422507,7.15228066385011,126696.43765212224,126706.10475769357,True,True,-9.667105571337745,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,MMP1,15651,8.620088173279663,1508.2100347781673,0.2181969203245799,174.9645716447866,20.181298398320067,91214.132063898,91223.79133192707,True,True,-9.659268029092344,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,MMP3,15651,5.881988371350073,437.9569988831874,0.2306561881029966,74.45730444085603,12.488515754068995,84259.32714381405,84268.98688637358,True,True,-9.659742559524602,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,MS4A1,15651,13.499904159478628,4391.413083057906,0.1891252955082742,325.2921673502832,24.0218125639499,98006.37874362952,98016.03730781162,True,True,-9.658564182100235,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,MS4A12,15651,11.229633889208356,1513.29998056244,0.3221519391732158,134.75951179643678,11.911297653699938,87926.10290906772,87935.77347813243,True,True,-9.670569064706797,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,NXPE4,15651,40.94652098907418,8282.371900196029,0.2715481438885694,202.27290866557445,4.9155069540408665,115577.09891401956,115586.7644328237,True,True,-9.665518804147723,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,OLFM4,15651,103.78180307967544,67113.85098131098,0.2068877388026324,646.6822601818384,6.22153634858449,131234.50654085373,131244.17713302036,True,True,-9.67059216662892,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,OTOP2,15651,0.7464698741294487,2.144791850514099,0.5659063318637787,2.873246362440825,2.5094734929865057,37325.83801089942,37335.503141359986,True,True,-9.665130460569344,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,PI3,15651,28.44878921474666,7406.678064188857,0.3645134496198326,260.35125812488167,9.116425172514717,101508.05124653182,101517.71164273506,True,True,-9.660396203238632,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,PRPH,15651,1.9136796370838924,78.55465694502878,0.3584435499329116,41.04901124659094,20.927751160909317,57428.66306510997,57438.32389873541,True,True,-9.660833625443049,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,RETNLB,15651,8.47300491981343,873.958680164768,0.3125039933550572,103.14624958154891,12.055492773607185,86199.38995102656,86209.05025406276,True,True,-9.660303036202096,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,SCG2,15651,3.2836240495814963,97.74734778555322,0.3249632611334739,29.7681300628832,8.76109129074924,69986.16348566148,69995.87783065366,True,True,-9.714344992171393,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,SCGN,15651,1.9733563350584624,72.00472137966257,0.4199731646540157,36.48845375791157,17.983804104422017,115290.61680631796,56621.44673551867,False,True,58669.17007079929,14268.1201171875,True,False,Xenium (targeted panel),#c8632a,False
COAD,SLC26A3,15651,39.30783975464826,14119.171426713232,0.2788320235128745,359.1947945967598,9.112553547397686,111932.67701245332,111942.339480792,True,True,-9.662468338690816,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,SPIB,15651,3.895981087470449,182.19786947031324,0.2399846655165804,46.7655939235088,11.746872712162755,75337.85923775598,75347.51933415982,True,True,-9.660096403837088,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,TCL1A,15651,1.703788895278257,42.96643867849904,0.4139671586480097,25.218170395154445,14.214302289603324,54477.4676314232,54487.12624532558,True,True,-9.65861390237842,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,TMIGD1,15651,4.013609354034886,250.0277380963317,0.2884160756501182,62.29498589467321,15.27178668573046,73613.79057307262,73623.45096014987,True,True,-9.66038707725238,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,TYMS,15651,131.57811002491854,43889.8128600955,0.0355248865887163,333.5647004793089,2.5275078082237776,175066.55192013152,175076.21039497136,True,True,-9.65847483984544,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
COAD,UGT2B17,15651,11.32272698230145,1058.7884284991949,0.2580665772155134,93.5100201704224,8.17029504597477,93714.40179206208,93724.069161639,True,True,-9.66736957692774,14268.1201171875,False,True,Xenium (targeted panel),#c8632a,False
HCC,AC092069.1,4196,0.5467111534795043,1.1227281558803377,0.6897044804575786,2.053603898026982,1.9271673740720217,8346.978423966206,8355.320378794362,True,True,-8.341954828156304,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,ACTA2,4196,1.9280266920877025,18.604115389990582,0.3162535748331744,9.64930385369598,4.486091343647508,15769.858585445778,15778.200559284576,True,True,-8.341973838798367,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,AEBP1,4196,2.075309818875119,10.436758545228953,0.32697807435653,5.0290122709899725,1.94140278928272,16251.093202941996,16259.435963756438,True,True,-8.342760814442954,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,ASPM,4196,0.4797426120114395,0.8007814355234736,0.6932793136320305,1.669189718557623,1.394893223580619,7821.098044932171,7829.440098058135,True,True,-8.342053125964412,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,BEST1,4196,0.5042897998093422,0.8259649066992685,0.677073403241182,1.6378774803923113,1.2649026028951504,8059.32291840849,8067.664849752539,True,True,-8.341931344049044,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,C11orf96,4196,0.4132507149666349,0.6887778927885233,0.7030505243088656,1.6667312792045237,1.613382034338051,7183.61800594831,7191.960350196876,True,True,-8.342344248565496,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CAVIN3,4196,0.5054814108674929,0.8617101138379137,0.6742135367016205,1.7047315594832089,1.394178983305773,8071.497374137556,8079.839550927099,True,True,-8.342176789542464,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CCL21,4196,0.4139656816015252,2.4552900145549827,0.755719733079123,5.931143869356769,11.911962968233164,6924.259742678021,6932.6042087738415,True,True,-8.34446609582028,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CCN1,4196,0.3210200190657769,0.572249352638474,0.7642993326978075,1.782597092554593,2.437845137608814,6152.075245346712,6160.417859895054,True,True,-8.342614548341771,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CXCL10,4196,0.63441372735939,2.0541574869533497,0.6434699714013346,3.2378831011481046,3.527482153425036,9075.276347177178,9083.618381170503,True,True,-8.342033993327277,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CXCL9,4196,0.3610581506196377,1.2843854354734798,0.7797902764537655,3.5572813777206083,7.082741030307375,6399.628588118954,6407.97241508593,True,True,-8.34382696697594,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,CYP2E1,4196,4.964966634890372,56.79805723368983,0.1172545281220209,11.439766147581365,2.1026860632290787,22647.21446555268,22655.556464955414,True,True,-8.341999402735382,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,ELN,4196,0.3858436606291706,1.460385962679707,0.7542897998093422,3.784916305993855,7.217732439746891,6747.6317595479995,6755.974007985688,True,True,-8.342248437688795,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,ETNPPL,4196,3.081267874165872,22.960497653136933,0.3836987607244995,7.451639581759036,2.09382625764258,18349.490260250623,18357.837982662255,True,True,-8.347722411632276,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,FBLN2,4196,0.5510009532888466,1.2095556128715583,0.6742135367016205,2.195196951388001,2.1691377197335866,8417.321103543598,8425.664354132814,True,True,-8.34325058921604,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,FBLN5,4196,0.4563870352716873,0.8598376227544027,0.6985224022878932,1.8840097467767485,1.9369738368016904,7594.619656280363,7602.961803741515,True,True,-8.342147461151399,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,GJA4,4196,0.4027645376549094,0.6734989109328254,0.7225929456625357,1.6721901954284826,1.6689408639159249,7062.162315370686,7070.504963122692,True,True,-8.342647752006087,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
HCC,HAMP,4196,0.8682078169685414,3.595260768244005,0.6120114394661582,4.141014049835807,3.617813602281374,10527.955909277744,10536.297945006136,True,True,-8.342035728390329,32962.44140625,False,True,Visium (whole transcriptome),#1b6ca8,False
